imgPath,caption,chartType,xAxis,yAxis
statista_dataset/dataset_copy/imgs/15574.png," In 1844, Romania had a population of just 3.6 million people. During the early entries in this data, Romania's borders were very different and much smaller than today, and control of this area often switched hands between the Austrian, Ottoman and Russian empires. The populations during this time are based on estimates made for incomplete census data, and they show that the population grows from 3.6 million in 1844, doubling to 7.2 million in 1912, part of this growth is due to a high natural birth rate during this period, but also partly due to the changing of Romania's borders and annexation of new lands. During this time Romania gained its independence from the Ottoman Empire as a result of the Russo-Turkish War in 1878, and experienced a period of increased stability and progress. Between 1912 and 1930 the population of Romania grew by over 10 million people. The main reason for this is the huge territories gained by Romania in the aftermath of the First World War. During the war Romania remained neutral for the first two years, after which it joined the allies; however, it was very quickly defeated and overrun by the Central Powers, and in total it lost over 600 thousand people as a direct result of the war. With the collapse of the Austro-Hungarian and Russian empires after the war, Romania gained almost double it's territory, which caused the population to soar to 18.1 million in 1930. The population then decreases by 1941 and again by 1948, as Romania seceded territory to neighboring countries and lost approximately half a million people during the Second World War. From 1948 onwards the population begins to grow again, reaching it's peak at 23.5 million people in 1990. Like many other Eastern European countries, there was very limited freedom of movement from Romania during the Cold War, and communist rule was difficult for the Romanian people. The Romanian Revolution in 1989 ended communist rule in the country, Romania transitioned to a free-market society and movement from the country was allowed. Since then the population has fallen each year as more and more Romanians move abroad in search of work and opportunities. The population is expected to fall to 19.2 million in 2020, which is over 4 million fewer people than it had in 1990. ",line,Unnamed: 0,Millions of people
statista_dataset/dataset_copy/imgs/19791.png," In 2019, Lombardy registered the largest number of families (4.5 millions), followed by Lazio and Campania, with 2.7 million and 2.2 million, respectively. On the contrary, the lowest number of families was recorded in Aosta Valley, where some 60 thousand families were living as of December 2019. In fact, Lombardy is the region with the highest population, whereas Aosta Valley has the smallest amount of inhabitants nationwide. ",bar,Unnamed: 0,Number of families
statista_dataset/dataset_copy/imgs/11943.png," Basketball is a commonly watched sport both in the United States and worldwide. The National Basketball Association is a professional basketball league for men with 30 teams competing against each other in the United States. Over the past years, NBA has gained significant popularity, offering great entertainment to fans while generating significant earnings from broadcasting rights. In 2019, the NBA generated more than 2.6 billion U.S. dollars from domestic rights and 450 million U.S. dollars from overseas rights. ",column,Unnamed: 0,Rights in billion U.S. dollars
statista_dataset/dataset_copy/imgs/7117.png," The statistic shows the youth unemployment rate in Malawi from 1999 and 2020. According to the source, the data are ILO estimates. In 2020, the estimated youth unemployment rate in Malawi was at 7.55 percent. ",line,Unnamed: 0,Youth unemployment rate
statista_dataset/dataset_copy/imgs/1752.png," According to a survey conducted to understand the opinion among Indians on the coronavirus COVID-19, about 72 percent of respondents stated that they are staying alert and taking precautions. On the contrary, 16 percent said that they did not believe that the virus can impact them or Indians at large. The country reported over a thousand cases on March 28, 2020. A lockdown was enforced on March 25, 2020 for 21 days, the largest in the world, restricting 1.3 billion people. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Fact and Figures page. ",pie,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/26375.png," This statistic shows the number of refugees worldwide from the leading countries of origin in 2013. In 2013, 2.6 million refugees who fled because of conflict or persecution came from Afghanistan. ",column,Unnamed: 0,Number of refugees
statista_dataset/dataset_copy/imgs/1408.png," Inflation in Myanmar dropped to a five-year low in 2017, settling at 4.62 percent. This is down from a fairly high spike in 2016, expected to converge to a steady state around 6 percent in the coming years. For a developing economy, this is an acceptable level, though Myanmarâ€™s central bankers would probably prefer one or two percentage points less. What is inflation? Inflation is the rise in prices over time. This is often caused by economic growth, and economists consider low, stable growth to be a sign of a healthy economy. The unemployment rate can also cause inflation if it is too low because businesses have to offer higher wages to attract workers. The firms raise prices to pay these higher wages, driving up inflation. Myanmar may be different While the unemployment rate is very low, other indicators may reveal that the labor market still has some slack. Myanmar does not publish the workforce particiaption rate, but one can infer by the low rate of urbanization that many workers may engage in subsistance agriculture or simply not search for jobs, keeping them out of the unemployment statistic. Similarly, the low gross domestic product (GDP) per capita may cause workers to stay with a job that is not a good match simply because they do not think they can find another. The hope is that the higher inflation rate will have upward pressure on wages, bringing more wealth to the people of Myanmar. ",line,Unnamed: 0,Inflation rate compared to previous year
statista_dataset/dataset_copy/imgs/16031.png," This statistic shows a selection of companies eBay has acquired since 2000 and their respective acquisition price. In July 2002, the online marketplace company acquired online payment provider PayPal for 1.5 billion U.S. dollars. ",bar,Unnamed: 0,Price in million U.S. dollars
statista_dataset/dataset_copy/imgs/12374.png," The statistic displays the all time top goal scorers of Celtic Football Club as of September 2020, by goals scored. As of September 2020, Leigh Griffiths was the leading goal scorer for Celtic FC, with a total of 115 goals, followed by James Forrest with 90 goals. ",bar,Unnamed: 0,Goals scored
statista_dataset/dataset_copy/imgs/15162.png," According to the report, people of color made up 25.9 percent of the TV news workforce in the United States in 2019, up from 24.8 percent in the previous year. The majority of people of color working in TV news are African American, followed by those of Hispanic or Latino ethnicity. ",column,Unnamed: 0,Share of people of color
statista_dataset/dataset_copy/imgs/4349.png," This statistic shows the average inflation rate in Brunei Darussalam from 1985 to 2019, with projections up until 2025. In 2019, the average inflation rate in Brunei Darussalam amounted to about 0.42 percent compared to the previous year. ",line,Unnamed: 0,Inflation rate compared to previous year
statista_dataset/dataset_copy/imgs/22321.png," This statistic shows the diversification of the alternative finance market in transactions value, listed by market segments in Europe (excluding the United Kingdom) in 2018. In 2018, P2P consumer lending was the most substantial market segment in Europe with the total value of transactions reaching approximately 2.9 billion U.S. dollars (USD). ",pie,Unnamed: 0,Value of transactions in million USD
statista_dataset/dataset_copy/imgs/2647.png," The statistic shows Australia's public debt from 2014 to 2018 in relation to the gross domestic product (GDP), with projections up until 2024. The debt-to-GDP ratio includes the debts of central and local government, communities and municipalities as well as social security. In 2018, Australia's public debt was around 41.37 percent of its GDP. The same year, the Australian inflation rate amounted to 1.96 percent. ",column,Unnamed: 0,Ratio of public debt to GDP
statista_dataset/dataset_copy/imgs/9744.png," In 2020 in the highest paid occupation in the United Kingdom was Chief Executive and Senior Officials who earned approximately almost 1.53 thousand British pounds per week, with marketing and sales directors earning 1.43 thousand, the second highest earning occupational group. ",bar,Unnamed: 0,Median full time gross weekly pay in GBP
statista_dataset/dataset_copy/imgs/18202.png," Between 2013 and 2020, the number of unemployed people in Italy declined. The figure peaked in the fourth quarter of 2014 at around 3.3 million unemployed individuals. Afterwards, the value decreased, reaching roughly two million people in the second quarter of 2020. ",line,Unnamed: 0,Number of unemployed people in thousands
statista_dataset/dataset_copy/imgs/12810.png," As of November 20, 2020, almost half of 4.4 thousand imported cases in South Korea came from Asian countries excluding China. After the first wave lasted till April and the second wave in August, Korea is currently facing the third wave with 200 to 300 daily confirmed cases. South Korea confirmed 30,017 cases of infection including 501 deaths. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Facts and Figures page. ",pie,Unnamed: 0,Share of cases
statista_dataset/dataset_copy/imgs/14160.png," This statistic represents Fiat's worldwide motor vehicle production from 1999 through 2014. Globally, the Netherlands-based manufacturer of automobiles produced about 2.16 million passenger vehicles in 2013. ",column,Unnamed: 0,Passenger cars produced in millions
statista_dataset/dataset_copy/imgs/1345.png," The statistic shows Mexicoâ€™s GDP from 1984 to 2019, with projections up until 2021. In 2019, Mexicoâ€™s GDP amounted to approximately 2.62 trillion international dollars.Economy of Mexico GDP is an indicator primarily used to gauge the state and health of a national economy. GDP is the total market value of all final goods and services that have been produced within national borders in a given period of time, usually a year. GDP gives us an insight into a countryâ€™s economic development over a period of time, how its development fits in with international shifts and how it is affected by the factors that affect market economies. The demand among some segments of the Chinese workforce for fairer payment, coupled with higher transportations costs, have been key factors in increasing the competitiveness of Mexican manufacturing, with some suggestions being made that it is already cheaper than China for the many industries that serve the lucrative United States market. The Mexican economy is, however, far from trouble-free. And although the gross domestic product in Mexico has been increasing, it is showing that it is struggling to match up to the fast pace of growth and prosperity being seen in some of the BRIC countries, as well as the usual suspects of economic success, the United States, Canada and others. Inequality in Mexico remains a huge problem. The education system in the federationâ€™s thirty-one states is in dire need of reform, and in some of the states, especially in those closest to the US border, brutal criminal drug lords'rule. It is important for Mexicans that they embrace the opportunity that they find themselves presented with at present and harness the energy of their large population , the newly arrived foreigners and their educated youth, in order to provide the country with the future prosperity that it most desperately needs. ",line,Unnamed: 0,Gross domestic product in billion international dollars
statista_dataset/dataset_copy/imgs/1906.png," Electronics systems have vastly improved vehicle safety over the evolution of the car, such as airbags and anti-lock braking systems. In 2030, it is forecasted that on average, electronic systems will account for half of the total price of a new car. ",column,Unnamed: 0,Share of total cost
statista_dataset/dataset_copy/imgs/7830.png," This statistic presents the most popular rules of parents in the United States to monitor their teen's activities online. As of October 2015, 77 percent of responding parents stated that they had rules about what online accounts their children were allowed to have. ",bar,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/21945.png," The statistic shows the the ways in which social media users engaged with the BBC via social networks in United Kingdom in January 2014. The greatest share of respondents reported watching a BBC video, at 36 percent. ",bar,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/8653.png," In 2019, the consumer price index (CPI) for all items in Vietnam was at 165.82 points, with 2010 as the base year (2010=100). The consumer price index indicates changes in the price of a weighted average market basket of consumer goods and services purchased by households. ",column,Unnamed: 0,Consumer price index (2010=100)
statista_dataset/dataset_copy/imgs/10329.png, This statistic represents Hyundai's worldwide motor vehicle production from 2006 to 2016. The South Korean automobile manufacturer Hyundai Motor Company globally produced around 7.9 million vehicles in 2016. ,column,Unnamed: 0,Production in thousand units
statista_dataset/dataset_copy/imgs/18573.png, This statistic displays online gambling website advertisers ranked by their share of paid search voice in the UK Google search results in March 2016. The website williamhill.com ranked first with a 35 percent share of paid media search voice. ,table,Unnamed: 0,Share of paid search voice*
statista_dataset/dataset_copy/imgs/10965.png," This statistic shows the edible grocery sales forecast for Lidl in the United Kingdom (UK) from 2010 forecast to 2020. In 2010, Lidl made 2.94 billion US dollars in sales, which is forecast to increase to 8.15 billion US dollars by 2020. ",column,Unnamed: 0,Sales in million US dollars
statista_dataset/dataset_copy/imgs/17033.png," This statistic presents the leading financial advisory firms (including investment banks) to merger and acquisition deals in Benelux countries in 2016, ranked by deal value. In that time, Goldman Sachs emerged as the leading advisor to M&A deals in Benelux countries, with deal value amounting to almost 69 billion U.S. dollars. ",bar,Unnamed: 0,Deal value in billion U.S. dollar
statista_dataset/dataset_copy/imgs/8488.png, This statistic shows the number of international students that were attending universities in the United States from the 2003/04 academic year to the 2019/20 academic year. There were more than 1.07 million international students studying in the United States in 2019/20. ,line,Unnamed: 0,Number of students
statista_dataset/dataset_copy/imgs/15897.png," This statistic presents the average attendance at away matches in the Spanish football league 'La Liga in the 2019/2020 season, by team. In that season, Real Madrid's away matches attracted an average of almost 24.4 thousand spectators to the stadiums, followed by FC Barcelona and Club AtlÃ©tico de Madrid with both about 23 thousand. ",bar,Unnamed: 0,Average number of spectators
statista_dataset/dataset_copy/imgs/4793.png," This statistic shows the median age of the population in Argentina from 1950 to 2050. The median age is the age that divides a population into two numerically equal groups; that is, half the people are younger than this age and half are older. It is a single index that summarizes the age distribution of a population. In 2015, the median age of the Argentinian population was 30.5 years. ",column,Unnamed: 0,Median age in years
statista_dataset/dataset_copy/imgs/18224.png," This statistic shows the leading 15 premium retail centers in the United Kingdom (UK) in 2014, ranked by premium stores as a percentage of all stores. Knightsbridge ranked the highest, with 54 percent of all its stores classed as luxury or premium retail. ",bar,Unnamed: 0,Premium stores as percentage of all stores
statista_dataset/dataset_copy/imgs/25312.png," This statistic depicts the number of active physicians in Idaho as of March 2020, ordered by their specialty area. At that time, there were 114 anesthesiologists active in Idaho. The total number of specialty physicians in the state reached almost 1,400. ",table,Specialty area,Number of physicians
statista_dataset/dataset_copy/imgs/22914.png," This statistic shows the average annual wages in Finland from 2008 to 2018. The average wages increased between 2008 and 2012, amounting to approximately 41,700 euros in the year 2012. After that, there was slight fluctuation. In 2018, the annual wages in Finland reached approximately 42,100 euros, the largest amount reported over the surveyed time period. ",line,Unnamed: 0,Average annual wages in euros
statista_dataset/dataset_copy/imgs/7497.png," This statistic displays the monthly trend of the value of retail internet sales in the United Kingdom (UK) from January 2013 to Jun 2020. In March 2020, retail sales made over the internet increased by 13.1 percent, a direct impact of the coronavirus outbreak. In June, the percentage change in monthly internet retail sales skyrocketed to 73.4 percent. ",line,Unnamed: 0,Percentage change**
statista_dataset/dataset_copy/imgs/6357.png," The infant mortality rate in the United States, for children under the age of one (twelve months), was 60 deaths per thousand births in 1935. Approximately six percent of children born in 1935 did not survive past their first birthday. Over the course of the next 85 years, this number has dropped significantly, and the rate has reached its lowest point ever in the period between 2015 and 2020, at six deaths per thousand births. Figures have been below ten since the 1990s. ",line,Unnamed: 0,"Deaths per 1,000 live births"
statista_dataset/dataset_copy/imgs/3283.png," On April 20th, 2020, the price of West Texas Intermediate crude oil slumped into negative for the first time in history, falling to negative 37.63 U.S. dollars per barrel. The ongoing coronavirus pandemic has had a catastrophic impact on the global oil and gas industry. Declining consumer demand and high levels of production output are threatening to exceed oil storage capacities, which resulted in the lowest ever oil prices noted between April 20th and April 22nd. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Fact and Figures page. ",table,Unnamed: 0,Unnamed: 1
statista_dataset/dataset_copy/imgs/14123.png," In 2020, Facebook was the social network with higher penetration rate, as it counted 36.9 million users in Italy. As of June 2020, Instagram followed with 27.7 million users and the professional social network LinkedIn ranked third with 18.6 million users. ",bar,Unnamed: 0,Users in millions
statista_dataset/dataset_copy/imgs/13265.png," This statistic shows the distribution of transaction value for crowdfunding platforms (alternative finance market segments) in Europe (excluding the UK) in 2018. The volume of equity-based crowdfunding reached a total transaction value of 278 million U.S. dollars, while reward-based crowdfunding deals were valued at 175.4 million USD. ",pie,Unnamed: 0,Value of transactions in million USD
